Code,Group,Family,Species,P50,KS,AL/ AS,D,WD,Height,?,MAT,MAP,VPD,MI,TS,PS,MTCM,PDM,Latitude,Longitude,References,Location,Country
377 ,Gym,Pinaceae,Larix decidua,-3.02 ,0.26 ,,,,,2.74999998,10.29 ,655.00 ,0.592509912,0.6826,582.5256024,32.04087501,-2.528000116,32,45°46' N,3°05' E,"Charra-Vaskou, 2012, Annals of Forest Science","Royat, Auvergne",France
380 ,Gym,Pinaceae,Larix decidua,-3.61 ,,,,,,3.25,2.43 ,1107.00 ,0.426773122,2.0321,594.6975675,31.45891948,-8.616000175,55,47° 11' N,11° 19' E,"Charra-Vaskou, 2012, Annals of Forest Science","Birgitz Köpfl, Tyrol",Austria
382 ,Gym,Pinaceae,Larix decidua,-2.85 ,0.09 ,,,,,1.783333331,7.51 ,1052.00 ,0.426773122,1.1508,661.6462602,40.91735578,-5.920000076,48,47°13' N,11°22' E,"Charra-Vaskou, 2012, Annals of Forest Science","Natters, Tyrol",Austria
571 ,Gym,Pinaceae,Larix decidua,-3.60 ,,,,,,2.591666659,9.23 ,988.00 ,0.444126799,1.5049,647.6486462,15.63213473,-4.047999859,63,47°28'N,7°30'E,"Dietrich, 2019, Journal of Ecology",Basel,Switzerland
1553 ,Gym,Pinaceae,Larix decidua,-3.66 ,0.53 ,,9.61 ,0.59 ,20.00 ,1.850000014,7.00 ,1053.00 ,0.426773122,1.1464,657.3563397,40.68022721,-6.21600008,48,47°14' N,11°18' E,"Mayr, 2006, Ecology",Tyrol,Austria
1556 ,Gym,Pinaceae,Larix decidua,-3.39 ,0.33 ,,9.60 ,0.58 ,5.00 ,3.25,2.43 ,1107.00 ,0.426773122,2.75,594.6975675,31.45891948,-8.616000175,55,47°11' N,11°19' E,"Mayr, 2006, Ecology",Tyrol,Austria
3128 ,Gym,Pinaceae,Larix gmelinii,-2.10 ,2.37 ,0.77 ,,,,3.516666671,2.79 ,594.00 ,0.46329067,0.8569,1416.032805,107.0789385,-24.60400009,3,45°24´N,127°40´E,"??, 2017, ??????; Jin, 2016, Functional Plant Biology; Jin, 2018, Tree Physiology",Heilongjiang province ,China
2404 ,Gym,Pinaceae,Larix laricina,,0.10 ,0.42 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
120 ,Gym,Pinaceae,Larix occidentalis,-5.88 ,1.00 ,,,,,2.616666655,7.17 ,733.00 ,0.646922595,0.7616,736.4493701,36.03984239,-9.675999641,26,46°50? N,116°43' W,"Baker, 2019, AoB Plants","Princeton, Idaho",USA
498 ,Gym,Pinaceae,Larix occidentalis,-4.21 ,,,,0.53 ,25.00 ,2.633333365,3.81 ,375.00 ,0.581937043,0.5313,779.2544469,27.42118881,-14.01599979,22,46°38' N,114°35' W,"Cochard, 2006, Comptes Rendus Physique",Idaho,USA
1760 ,Gym,Pinaceae,Larix occidentalis,-4.31 ,0.28 ,0.24 ,,,,2.566666683,6.99 ,369.00 ,0.704702676,0.3601,865.4122486,25.45058358,-12.54800034,21,46°55' N,114°05' W,"Piñol & Sala, 2000, Functional Ecology","Missoula, MT",USA
2499 ,Gym,Pinaceae,Larix potaninii var. australis,,,0.34 ,,,,2.816666643,2.32 ,776.00 ,6.982331523,1.0537,659.7644595,96.74401021,-12.15600014,2,29°27'N,101°36'E,"Xu, 2020, New Phytologist",Sichuan province,China
2527 ,Gym,Pinaceae,Larix potaninii var. australis,,,0.41 ,,,,2.433333337,5.86 ,847.00 ,15.35548757,1.0344,601.2807223,94.0150966,-7.832000256,5,29°27'N,101°53'E,"Xu, 2020, New Phytologist",Sichuan province,China
2545 ,Gym,Pinaceae,Larix potaninii var. australis,,,0.36 ,,,,2.091666649,3.70 ,847.00 ,15.35548757,0.9333,618.9011041,93.37889157,-9.944000244,5,29°25'N,101°55'E,"Xu, 2020, New Phytologist",Sichuan province,China
2568 ,Gym,Pinaceae,Larix potaninii var. australis,,,0.57 ,,,,2.299999972,0.78 ,828.00 ,15.35548757,0.9958,691.690106,92.74818783,-13.50800037,4,29°22'N,101°55'E,"Xu, 2020, New Phytologist",Sichuan province,China
1077 ,Ang,Zygophyllaceae,Larrea tridentata,-3.00 ,0.63 ,,32.79 ,0.85 ,2.30 ,3.841666718,17.80 ,125.00 ,1.931995772,0.0829,770.9042762,72.94623604,0.100000001,1,35°20' N,117°59' W,"Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2008, New Phytologist; Hacke, 2009, Plant, Cell and Environment",Southern California,USA
1817 ,Ang,Zygophyllaceae,Larrea tridentata,-1.77 ,0.78 ,,22.16 ,,,3.041666667,18.41 ,391.00 ,1.813401252,0.2265,703.9524282,77.36163668,-0.032000002,5,32°01' N,110°37' W,"Pockman & Sperry, 2000, American Journal of Botany","Pima County, Arizona",USA
2972 ,Ang,Rubiaceae,Lasianthus chinensis,-3.30 ,,,,,,1.866666645,20.60 ,1835.00 ,0.759396395,1.4258,565.6792834,66.92045161,8.623999596,37,23°10'N,112°31'E,"Zhu, 2018, Tree Physiology",Guangdong Province,China
759 ,Ang,Euphorbiaceae,Lasiococca comberi,-1.66 ,2.65 ,1.03 ,,0.67 ,,1.450000008,19.61 ,1575.00 ,0.7831742,1.2463,355.3021639,76.07293498,9.543999672,18,21°54' N,101°46' E,"Fu, 2012, Annals of Botany",Yunnan Province,China
2923 ,Ang,Euphorbiaceae,Lasiococca comberi,-2.00 ,2.12 ,1.01 ,,0.69 ,11.00 ,1.450000008,19.61 ,1575.00 ,0.7831742,1.2463,355.3021639,76.07293498,9.543999672,18,21°54'N,101°46'E,"Zhu, 2017, Tree Physiology; Tan, 2020, Agricultural and Forest Meteorology",Yunnan province,China
3024 ,Ang,Euphorbiaceae,Lasiococca comberi,-2.60 ,,,,,,1.225000014,22.42 ,1640.00 ,0.894353661,0.8598,350.4611648,75.65033519,11.8760004,18,21°55'N,101°16'E,"Zhu, 2018, Tree Physiology; Yan, 2020, Biology Letters",Yuanan province,China
1645 ,Ang,Asteraceae,Launaea arborescens,-1.47 ,0.03 ,0.09 ,,,,3.416666687,16.76 ,268.00 ,0.920882824,0.267,590.3075718,50.05748087,3.351999998,2,37°01' N,2°25' W,"Miranda, 2010, Functional Plant Biology","Tamernas, Almeria Province",Spain
3091 ,Ang,Lecythidaceae,Lecythis persistens,-3.58 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science; Marechaux, 2015, Functional Ecology","Guiana Shield, French Guiana",France (overseas territories)
3092 ,Ang,Lecythidaceae,Lecythis poiteaui,-2.14 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science; Marechaux, 2015, Functional Ecology","Guiana Shield, French Guiana",France (overseas territories)
140 ,Ang,Lecythidaceae,Lecythis prancei,-1.80 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4227,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
1078 ,Ang,Asteraceae,Lepidospartum squamatum,-0.77 ,1.54 ,,33.50 ,0.57 ,1.30 ,3.841666718,17.80 ,125.00 ,1.931995772,0.0829,770.9042762,72.94623604,0.100000001,1,35°20' N,117°59' W,"Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2008, New Phytologist; Hacke, 2009, Plant, Cell and Environment",Southern California,USA
2027 ,Ang,Ericaceae,Leptecophylla divaricata,-8.27 ,,,,,,4.416666627,11.58 ,637.00 ,0.463877453,0.6769,324.0222485,15.33784133,2.171999931,35,42°03'S,147°57' E,"Smith-Martin, 2020, Fuctional Ecology; Skelton, 2017, New Phytologist",East coast of Tasmania,Australia
856 ,Ang,Myrtaceae,Leptospermum glaucescens,,5.01 ,0.35 ,27.00 ,0.65 ,5.00 ,5.108333309,10.74 ,951.00 ,0.428962839,1.0454,288.3112936,17.90963242,2.263999939,58,42°59' S,147°11' E,"Gleason, 2012, Functional Ecology",Tasmanian,Australia
444 ,Ang,Myrtaceae,Leptospermum polygalifolium ,,1.45 ,0.47 ,,,,2.699999988,11.40 ,1076.00 ,0.615049716,0.8722,433.5529752,21.55849705,0.5,63,33°59'S,150°07'E,"Choat, 2011, New Phytologist",south-eastern Australia,Australia
265 ,Ang,Myrtaceae ,Leptospermum rupestre,,0.19 ,0.10 ,,,,5.674999992,6.25 ,1531.00 ,0.387481756,2.0783,305.9782469,21.03196025,-2.220000029,85,42°40'S,146°37'E,"Brodribb & Feild, 2000, Plant, Cell and Environment",Tasmania,Australia
857 ,Ang,Myrtaceae,Leptospermum scoparium,,0.80 ,0.48 ,17.06 ,0.74 ,5.00 ,5.108333309,10.74 ,951.00 ,0.428962839,1.0454,288.3112936,17.90963242,2.263999939,58,42°59' S,147°11' E,"Gleason, 2012, Functional Ecology",Tasmanian,Australia
919 ,Ang,Myrtaceae,Leptospermum trinervium,,0.73 ,0.52 ,27.53 ,0.67 ,3.00 ,3.599999984,16.97 ,1253.00 ,0.716941494,1.0326,385.0362387,28.74867037,6.596000195,61,33°41' S,151°09' E,"Gleason, 2012, Functional Ecology; Blackman, 2014, Annals of Botany; Blackman, 2018, Annals of Botany","New South Wales, Eastern Australia",Australia
2783 ,Ang,Rosaceae,Lespedeza bicolor,,,0.47 ,24.26 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
2710 ,Ang,Fabaceae,Lespedeza thunbergii subsp. formosa,,,1.44 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
1049 ,Ang,Proteaceae,Leucadendron laureolum,-2.29 ,1.72 ,,25.57 ,0.47 ,2.00 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
1050 ,Ang,Proteaceae,Leucadendron salignum,-3.98 ,0.62 ,,22.90 ,0.53 ,2.00 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
843 ,Ang,Epacridaceae,Leucopogon ericoides,,0.39 ,0.13 ,17.07 ,0.68 ,1.70 ,4.083333333,10.05 ,640.00 ,0.468981124,0.5986,365.5327037,17.11005639,-0.815999985,37,42°23' S,147°03' E,"Gleason, 2012, Functional Ecology",Tasmanian Central Highland forests,Australia
858 ,Ang,Epacridaceae,Leucopogon ericoides,,1.18 ,0.47 ,17.20 ,0.71 ,2.40 ,5.108333309,10.74 ,951.00 ,0.428962839,1.0454,288.3112936,17.90963242,2.263999939,58,42°59' S,147°11' E,"Gleason, 2012, Functional Ecology",Tasmanian,Australia
844 ,Ang,Epacridaceae,Leucopogon virgatus,,0.16 ,,,0.77 ,0.60 ,4.083333333,10.05 ,640.00 ,0.468981124,0.5986,365.5327037,17.11005639,-0.815999985,37,42°23' S,147°03' E,"Gleason, 2012, Functional Ecology",Tasmanian Central Highland forests,Australia
1238 ,Ang,Fabaceae,Libidibia ferrea,-3.17 ,,,,0.65 ,,1.950000008,26.56 ,879.00 ,1.02707824,0.5112,59.08015702,114.9634108,20.78000069,2,3°47'S,39°16'W,"Lima, 2018, New Phytologist",northeastern Brazil,Brazil
N99,Ang,Chrysobalanaceae,Licania arborea,,,,,0.60 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Santa Rosa,Costa Rica
1725 ,Ang,Chrysobalanaceae,Licania heteromorpha,-3.33 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1726 ,Ang,Chrysobalanaceae,Licania lata,-1.71 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1727 ,Ang,Chrysobalanaceae,Licania longistyla,-3.11 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1728 ,Ang,Chrysobalanaceae,Licania macrophylla,-4.07 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1934 ,Ang,Chrysobalanaceae,Licania membranacea,-2.19 ,0.31 ,1.01 ,,0.71 ,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
3073 ,Ang,Chrysobalanaceae,Licania membranacea,-2.97 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science","Guiana Shield, French Guiana",France (overseas territories)
746 ,Ang,Chrysobalanaceae,Licania octandra,-0.89 ,0.82 ,0.31 ,,0.65 ,,1.216666679,26.65 ,2208.00 ,0.877515311,1.378,54.49266593,47.26506448,21.69600105,80,2°09'S,59°00'W,"Fontes, 2020, New Phytologist",Amazon Tall Tower Observatory (ATTO),Brazil
1935 ,Ang,Chrysobalanaceae,Licania octandra,-1.23 ,3.61 ,1.34 ,,0.60 ,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
747 ,Ang,Chrysobalanaceae,Licania sp.,-1.41 ,0.44 ,0.51 ,,0.68 ,,1.216666679,26.65 ,2208.00 ,0.877515311,1.378,54.49266593,47.26506448,21.69600105,80,2°09'S,59°00'W,"Fontes, 2020, New Phytologist",Amazon Tall Tower Observatory (ATTO),Brazil
654 ,Ang,Oleaceae ,Ligustrum lucidum,-3.67 ,1.39 ,0.97 ,,,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15' N,105°44' E,"Fan, 2011, Tree Physiology; Fan, 2018, Forest Ecosystems",Guizhou Province,China
2711 ,Ang,Oleaceae,Ligustrum lucidum,,,0.85 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
2270 ,Ang,Oleaceae ,Ligustrum quihoui,,0.88 ,0.61 ,,0.69 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
191 ,Ang,Oleaceae,Ligustrum vulgare,-2.82 ,0.80 ,,,,2.00 ,1.716666649,7.86 ,1132.00 ,0.369855718,1.121,676.6265969,38.43783585,-6.323999882,59,47°18' N,11°04' E,"Beikircher, 2009, Tree Physiology","Telfs, Tyrol",Austria
2203 ,Ang,Lauraceae,Lindera chunii,-3.03 ,2.00 ,0.80 ,,0.55 ,6.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
638 ,Ang,Lauraceae ,Lindera communis,-0.92 ,0.53 ,0.69 ,,,,1.683333327,17.11 ,1321.00 ,0.531200841,1.1745,699.3437258,66.72986946,3.036000013,28,25°26' N,108°05' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
658 ,Ang,Lauraceae ,Lindera communis,-0.85 ,0.42 ,0.84 ,,0.50 ,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,"Fan, 2011, Tree Physiology; Fan, 2018, Forest Ecosystems; This study",Guizhou Province,China
2973 ,Ang,Lauraceae,Lindera communis,-3.37 ,,,,,,1.866666645,20.60 ,1835.00 ,0.759396395,1.4258,565.6792834,66.92045161,8.623999596,37,23°10'N,112°31'E,"Zhu, 2018, Tree Physiology",Guangdong Province,China
2271 ,Ang,Lauraceae,Lindera glauca,,0.40 ,0.57 ,,0.53 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2974 ,Ang,Lauraceae,Lindera kwangtungensis,-2.99 ,,,,,,1.866666645,20.60 ,1835.00 ,0.759396395,1.4258,565.6792834,66.92045161,8.623999596,37,23°10'N,112°31'E,"Zhu, 2018, Tree Physiology",Guangdong Province,China
2141 ,Ang,Lauraceae,Lindera reflexa,,0.42 ,1.28 ,,0.58 ,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,This study,Guizhou Province,China
639 ,Ang,Altingiaceae,Liquidambar formosana,-1.26 ,0.31 ,0.55 ,,,,1.683333327,17.11 ,1321.00 ,0.531200841,1.1745,699.3437258,66.72986946,3.036000013,28,25°26' N,108°05' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
1178 ,Ang,Altingiaceae ,Liquidambar formosana,-4.22 ,2.29 ,,,0.51 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
2272 ,Ang,Altingiaceae ,Liquidambar formosana,,1.34 ,0.59 ,,0.53 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2892 ,Ang,Altingiaceae ,Liquidambar formosana,-2.66 ,3.32 ,0.91 ,,0.46 ,,2.391666651,22.44 ,2177.00 ,0.679918148,1.613,520.8183658,75.162042,11.56799984,28,22°34' N,112°50' E,"Zhu, 2017, Forest Ecology and Management",Guangdong Province,China
2975 ,Ang,Altingiaceae ,Liquidambar formosana,-2.66 ,,,,,,1.866666645,20.60 ,1835.00 ,0.759396395,1.4258,565.6792834,66.92045161,8.623999596,37,23°10'N,112°31'E,"Zhu, 2018, Tree Physiology",Guangdong Province,China
3161 ,Ang,Altingiaceae,Liquidambar formosana,,0.99 ,0.31 ,24.65 ,0.59 ,6.20 ,,16.65 ,1219.00 ,0.464880167,#VALUE!,779.7846714,37.61802156,3.539999962,46,29°58'N,122°23'E,"???, 2017, ??????",Zejiang province,China
579 ,Ang,Altingiaceae ,Liquidambar styraciflua,-2.00 ,1.33 ,0.35 ,30.00 ,,5.50 ,2.408333331,14.77 ,1168.00 ,0.832321853,0.9195,792.8330532,10.80886819,-2.828000069,80,35°58' N,79°08' W,"Domec, 2010, Tree Physiology",North Carolina,USA
1129 ,Ang,Altingiaceae ,Liquidambar styraciflua,-3.25 ,1.47 ,,,,16.70 ,2.408333331,14.83 ,1165.00 ,0.832321853,0.9181,793.5546533,10.60838144,-2.815999985,80,35°59' N,79°05' W,"Johnson, 2016, Tree physiology",North Carolina,USA
1259 ,Ang,Altingiaceae ,Liquidambar styraciflua,-2.80 ,,,,,,2.99999998,17.07 ,417.00 ,1.296086607,0.3235,471.5872751,94.41524756,3.832000017,1,34°08' N,118°17' W,"Litvak, 2012, Tree Physiology",Southern California,USA
1409 ,Ang,Altingiaceae ,Liquidambar styraciflua,-3.12 ,0.70 ,0.51 ,23.31 ,0.45 ,,2.424999982,14.90 ,1150.00 ,0.80813385,0.9145,796.7224354,11.37109856,-2.828000069,79,36°01' N,78°59' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
683 ,Ang,Magnoliaceae,Lirianthe henryi,,,,79.80 ,0.84 ,11.54 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
1130 ,Ang,Magnoliaceae,Liriodendron tulipifera,-4.06 ,2.61 ,,,,16.30 ,2.408333331,14.83 ,1165.00 ,0.832321853,0.9181,793.5546533,10.60838144,-2.815999985,80,35°59' N,79°05' W,"Johnson, 2016, Tree physiology",North Carolina,USA
2670 ,Ang,Fagaceae,Lithocarpus cleistocarpus,,0.96 ,0.77 ,,0.46 ,,1.908333331,7.08 ,884.00 ,6.066549556,0.9004,638.6576091,89.54447083,-7.079999924,8,29°35'N,102°03'E,"Xu, 2020, New Phytologist",Sichuan province,China
659 ,Ang,Fagaceae,Lithocarpus glaber,-1.57 ,3.73 ,0.81 ,,0.58 ,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,"Fan, 2011, Tree Physiology; Fan, 2018, Forest Ecosystems; This study",Guizhou Province,China
1179 ,Ang,Fagaceae,Lithocarpus glaber,-6.60 ,4.23 ,,,0.49 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1293 ,Ang,Fagaceae,Lithocarpus glaber,,2.00 ,,,0.54 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2868 ,Ang,Fagaceae,Lithocarpus glaber,,0.81 ,0.15 ,,0.61 ,,3.800000052,17.04 ,1262.00 ,0.591932528,1.3539,825.8536277,42.18081321,2.092000008,45,29°52'N,121°39'E,"Zhao, 2016, Chinese Journal of Plant Ecology",Zhejiang Province,China
2869 ,Ang,Fagaceae,Lithocarpus harlandii,,0.60 ,0.14 ,,0.68 ,,3.800000052,17.04 ,1262.00 ,0.591932528,1.3539,825.8536277,42.18081321,2.092000008,45,29°52'N,121°39'E,"Zhao, 2016, Chinese Journal of Plant Ecology",Zhejiang Province,China
2528 ,Ang,Lauraceae,Litsea chunii,,0.67 ,0.89 ,,0.57 ,,2.433333337,5.86 ,847.00 ,15.35548757,1.0344,601.2807223,94.0150966,-7.832000256,5,29°27'N,101°53'E,"Xu, 2020, New Phytologist",Sichuan province,China
2569 ,Ang,Lauraceae,Litsea chunii,,0.75 ,0.47 ,,0.51 ,,2.299999972,0.78 ,828.00 ,15.35548757,0.9958,691.690106,92.74818783,-13.50800037,4,29°22'N,101°55'E,"Xu, 2020, New Phytologist",Sichuan province,China
2651 ,Ang,Lauraceae,Litsea chunii,,1.38 ,1.10 ,,0.53 ,,2.074999998,3.00 ,858.00 ,6.066549556,0.9714,635.2643433,90.25313014,-10.72399998,8,29°35'N,102°02'E,"Xu, 2020, New Phytologist",Sichuan province,China
1294 ,Ang,Lauraceae,Litsea coreana,,0.08 ,,,0.44 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2204 ,Ang,Lauraceae,Litsea cubeba,-3.13 ,4.01 ,0.78 ,,0.42 ,10.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
2457 ,Ang,Lauraceae,Litsea cubeba,,1.37 ,0.63 ,,0.41 ,,2.308333327,5.61 ,751.00 ,2.957267348,0.6981,607.8590627,99.25253833,-9.423999786,2,29°23'N,101°01'E,"Xu, 2020, New Phytologist",Sichuan province,China
2692 ,Ang,Lauraceae,Litsea cubeba,,1.70 ,1.28 ,,0.46 ,,1.649999996,12.79 ,928.00 ,6.066549556,0.8259,567.4750116,90.2711391,-1.203999996,9,29°39'N,102°06'E,"Xu, 2020, New Phytologist",Sichuan province,China
2733 ,Ang,Lauraceae,Litsea cubeba,,1.75 ,1.08 ,,0.41 ,,1.299999992,13.24 ,983.00 ,2.92760473,0.7174,576.9135477,90.39955827,-0.60799998,10,29°26'N,102°10'E,"Xu, 2020, New Phytologist",Sichuan province,China
2893 ,Ang,Lauraceae ,Litsea cubeba,-1.40 ,4.19 ,0.74 ,,0.41 ,,2.391666651,22.44 ,2177.00 ,0.679918148,1.613,520.8183658,75.162042,11.56799984,28,22°34' N,112°50' E,"Zhu, 2017, Forest Ecology and Management",Guangdong Province,China
2852 ,Ang,Lauraceae ,Litsea glutinosa,-2.15 ,1.96 ,0.63 ,,0.58 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"Zhang, 2021, Functional Ecology",Guangxi province,China
684 ,Ang,Lauraceae,Litsea pierrei,,,,148.20 ,0.45 ,14.70 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
341 ,Ang,Proteaceae,Lomatia hirsuta,,1.45 ,0.10 ,,,,3.066666663,9.59 ,1098.00 ,0.515819285,1.1,452.7799744,60.04093608,-2.808000088,37,42°05' S,71°37' W,"Bucci, 2019, Plant, Cell & Environment",Chubut,Argentina
2003 ,Ang,Proteaceae,Lomatia hirsuta,-2.20 ,,,,,,4.458333333,8.32 ,930.00 ,0.540178555,1.0102,436.8447751,57.49700711,-3.263999939,27,41°08'S,71°19'W,"Sergent, 2020, Forest Ecology and Management",Río Negro Province,Argentina
245 ,Ang,Proteaceae,Lomatia polymorpha,,,,,0.70 ,,5.674999992,6.25 ,1531.00 ,0.387481756,2.0783,305.9782469,21.03196025,-2.220000029,85,42°40'S,146°37'E,"Blackman, 2014, Annals of Botany; Blackman, 2012, Oecologia; Blackman, 2010, New Phytologist",Tasmania,Australia
214 ,Ang,Proteaceae,Lomatia tinctoria,,,,,0.77 ,,5.674999992,6.25 ,1531.00 ,0.387481756,2.0783,305.9782469,21.03196025,-2.220000029,85,42°40'S,146°37'E,"Blackman, 2012, Oecologia; Blackman, 2010, New Phytologist",Tasmania,Australia
466 ,Ang,Proteaceae,Lomatia tinctoria,-4.97 ,,,,,,5.383333365,11.89 ,737.00 ,0.50038657,0.7458,296.1955343,16.79582219,3.519999981,48,42°55'S,147°19'E,"Choat, 2012, Nature",Hobart,Australia
2034 ,Ang,Fabaceae,Lonchocarpus dipteronereus,-1.77 ,0.98 ,1.14 ,,,,2.308333337,22.92 ,1162.00 ,0.859320757,0.694,73.08045044,62.82491845,17.07600021,18,10°15' N,67°03' W,"Sobrado, 1997, Acta Ecologica",Estado Miranda,Venezuela
N43,Ang,Fabaceae,Lonchocarpus guatemalensis,,5.64 ,0.85 ,,0.66 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Horizontes,Costa Rica
